"","gndr","eisced","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"2985","Mujer","Formación Profesional",73,220,NA,NA,3.67,4,4,7,4
"2986","Hombre","Formación Profesional",22,30,570,9.5,0.5,2,8,7,5
"2987","Mujer","Secundaria SUperior",43,90,720,12,1.5,0,2,7,4
"2988","Mujer",NA,NA,60,NA,NA,1,5,5,5,4
"2989","Mujer","Máster/Doctorado",27,60,600,10,1,6,8,8,5
"2990","Mujer","Bachiller",21,60,480,8,1,7,10,8,3
"2991","Mujer","Máster/Doctorado",48,60,240,4,1,7,8,10,4
"2992","Mujer","Bachiller",20,60,480,8,1,5,3,7,5
"2993","Mujer","Secundaria Inferior",17,30,420,7,0.5,4,5,8,3
"2994","Mujer","Formación Profesional",42,30,120,2,0.5,4,9,6,3
"2995","Mujer","Secundaria SUperior",62,240,240,4,4,8,10,8,4
"2996","Hombre","Secundaria SUperior",71,10,135,2.25,0.17,2,2,8,3
"2997","Mujer","Secundaria SUperior",50,120,240,4,2,1,4,5,3
"2998","Hombre","Grado Universitario",65,150,300,5,2.5,1,4,4,4
"2999","Hombre","Bachiller",NA,90,120,2,1.5,6,6,4,4
"3000","Mujer","Secundaria SUperior",63,270,180,3,4.5,0,2,4,3
"3001","Mujer","Secundaria SUperior",57,30,15,0.25,0.5,0,2,8,3
"3002","Hombre","Secundaria SUperior",48,30,20,0.33,0.5,1,2,3,5
"3003","Mujer","Máster/Doctorado",39,10,180,3,0.17,5,7,9,4
"3004","Hombre","Formación Profesional",32,30,360,6,0.5,0,8,3,3
"3005","Mujer","Secundaria Inferior",82,150,90,1.5,2.5,8,9,9,4
"3006","Mujer","Secundaria SUperior",20,30,420,7,0.5,3,10,10,3
"3007","Mujer","Secundaria SUperior",59,120,600,10,2,2,8,9,5
"3008","Mujer","Secundaria SUperior",62,10,60,1,0.17,5,5,4,3
"3009","Hombre","Formación Profesional",42,30,90,1.5,0.5,2,5,7,2
"3010","Hombre","Formación Profesional",62,30,30,0.5,0.5,3,4,7,3
"3011","Mujer","Secundaria Inferior",62,60,90,1.5,1,0,0,7,3
"3012","Hombre","Secundaria SUperior",43,75,120,2,1.25,9,9,9,4
"3013","Hombre","Formación Profesional",48,60,600,10,1,0,8,9,2
"3014","Mujer","Secundaria Inferior",78,120,60,1,2,2,0,4,2
"3015","Mujer","Máster/Doctorado",43,45,120,2,0.75,7,8,10,5
"3016","Hombre","Primaria",NA,180,NA,NA,3,4,8,4,2
"3017","Mujer","Secundaria Inferior",84,210,NA,NA,3.5,3,5,8,3
"3018","Mujer","Máster/Doctorado",58,90,150,2.5,1.5,6,8,7,3
"3019","Hombre","Máster/Doctorado",53,30,30,0.5,0.5,6,7,5,3
"3020","Mujer","Secundaria SUperior",57,90,90,1.5,1.5,0,5,6,5
"3021","Hombre","Máster/Doctorado",52,30,720,12,0.5,3,7,7,4
"3022","Hombre","Secundaria SUperior",55,150,90,1.5,2.5,0,10,8,3
"3023","Hombre","Grado Universitario",45,20,120,2,0.33,1,3,10,5
"3024","Mujer","Formación Profesional",51,30,180,3,0.5,5,9,5,4
"3025","Mujer",NA,42,0,150,2.5,0,0,8,NA,4
"3026",NA,NA,NA,10,480,8,0.17,7,8,2,NA
"3027",NA,"Máster/Doctorado",57,120,180,3,2,3,7,7,3
"3028","Mujer","Secundaria SUperior",61,135,NA,NA,2.25,3,3,8,4
"3029","Hombre","Máster/Doctorado",37,60,180,3,1,5,10,9,4
"3030","Hombre","Secundaria SUperior",72,150,20,0.33,2.5,4,7,7,4
"3031","Hombre","Máster/Doctorado",41,60,240,4,1,5,7,4,2
"3032","Mujer","Secundaria SUperior",59,60,120,2,1,4,6,2,3
"3033","Mujer","Secundaria SUperior",67,20,15,0.25,0.33,3,8,8,3
"3034","Mujer","Máster/Doctorado",45,60,60,1,1,3,5,8,3
"3035","Mujer","Secundaria SUperior",61,30,60,1,0.5,4,8,8,4
"3036","Mujer","Máster/Doctorado",57,60,240,4,1,2,8,1,4
"3037","Mujer","Secundaria SUperior",29,30,120,2,0.5,1,3,9,5
"3038","Mujer","Formación Profesional",66,90,210,3.5,1.5,2,9,10,4
"3039","Hombre","Formación Profesional",45,60,270,4.5,1,1,9,6,4
"3040","Hombre","Formación Profesional",23,45,240,4,0.75,5,9,8,4
"3041","Mujer","Secundaria SUperior",42,60,150,2.5,1,5,6,6,4
"3042","Mujer","Grado Universitario",49,45,150,2.5,0.75,7,9,9,5
"3043","Mujer","Formación Profesional",44,60,360,6,1,6,8,8,3
"3044","Mujer","Máster/Doctorado",27,120,300,5,2,1,9,9,4
"3045",NA,"Máster/Doctorado",79,20,NA,NA,0.33,10,10,10,3
"3046","Mujer","Secundaria SUperior",36,119,NA,NA,1.98,2,3,6,3
"3047",NA,NA,NA,120,60,1,2,3,4,4,3
"3048","Mujer","Secundaria SUperior",69,390,120,2,6.5,5,5,5,4
"3049","Mujer","Secundaria SUperior",55,90,120,2,1.5,4,8,7,4
"3050","Mujer","Secundaria SUperior",35,120,300,5,2,1,2,10,5
"3051","Mujer","Secundaria Inferior",43,30,NA,NA,0.5,10,8,8,3
"3052","Mujer","Secundaria Inferior",76,10,NA,NA,0.17,0,5,10,2
"3053","Mujer","Máster/Doctorado",26,119,210,3.5,1.98,6,10,2,2
"3054","Mujer","Bachiller",16,45,60,1,0.75,4,5,8,3
"3055","Hombre","Formación Profesional",53,75,555,9.25,1.25,5,9,8,4
"3056","Mujer","Secundaria SUperior",56,120,120,2,2,3,10,8,4
"3057","Mujer","Secundaria SUperior",82,70,NA,NA,1.17,6,10,8,3
"3058","Hombre","Secundaria SUperior",66,60,90,1.5,1,5,8,8,4
"3059","Mujer","Secundaria SUperior",67,210,300,5,3.5,10,10,10,1
"3060","Hombre","Grado Universitario",64,75,90,1.5,1.25,7,9,8,4
"3061","Hombre","Máster/Doctorado",77,180,120,2,3,2,4,NA,5
"3062","Hombre","Grado Universitario",36,30,150,2.5,0.5,6,9,6,4
"3063","Mujer","Grado Universitario",29,45,180,3,0.75,5,10,7,2
"3064","Hombre","Secundaria SUperior",23,20,480,8,0.33,0,8,9,4
"3065","Hombre","Máster/Doctorado",68,90,90,1.5,1.5,5,8,8,4
"3066","Hombre","Secundaria SUperior",71,150,480,8,2.5,6,7,7,3
"3067","Mujer","Formación Profesional",61,90,270,4.5,1.5,3,7,7,3
"3068","Hombre","Máster/Doctorado",NA,20,180,3,0.33,1,6,7,4
"3069","Mujer","Máster/Doctorado",43,20,480,8,0.33,9,10,5,4
"3070","Hombre","Secundaria SUperior",55,60,240,4,1,0,2,4,3
"3071","Mujer","Formación Profesional",52,60,360,6,1,5,8,6,4
"3072","Mujer","Secundaria SUperior",42,20,60,1,0.33,0,6,8,4
"3073","Mujer","Grado Universitario",51,120,900,15,2,0,1,7,4
"3074","Mujer","Bachiller",18,5,420,7,0.08,2,3,8,5
"3075","Hombre","Formación Profesional",80,70,NA,NA,1.17,1,8,7,3
"3076","Mujer","Secundaria SUperior",50,90,120,2,1.5,1,8,7,4
"3077","Hombre","Formación Profesional",42,120,1080,18,2,2,10,9,4
"3078","Mujer","Bachiller",20,140,280,4.67,2.33,6,5,7,4
"3079","Hombre","Formación Profesional",57,60,240,4,1,6,9,8,5
"3080","Mujer","Secundaria SUperior",64,60,120,2,1,3,10,9,4
"3081","Hombre","Máster/Doctorado",44,30,300,5,0.5,6,8,7,4
"3082","Mujer","Secundaria SUperior",76,60,NA,NA,1,3,8,5,4
"3083","Hombre","Secundaria SUperior",70,180,NA,NA,3,4,7,7,4
"3084",NA,NA,NA,30,600,10,0.5,7,7,7,4
"3085","Hombre","Bachiller",21,120,240,4,2,2,10,6,4
"3086","Mujer","Formación Profesional",29,30,360,6,0.5,7,9,6,4
"3087","Hombre","Secundaria SUperior",38,0,600,10,0,2,1,4,3
"3088","Hombre","Primaria",15,20,330,5.5,0.33,NA,9,6,4
"3089","Mujer","Secundaria SUperior",56,30,60,1,0.5,2,5,8,4
"3090","Hombre","Formación Profesional",48,30,180,3,0.5,3,9,8,3
"3091","Mujer","Secundaria SUperior",71,15,20,0.33,0.25,7,9,NA,5
"3092","Mujer","Secundaria SUperior",47,90,240,4,1.5,1,7,3,4
"3093","Hombre","Formación Profesional",83,30,60,1,0.5,6,8,8,4
"3094","Hombre","Máster/Doctorado",56,90,510,8.5,1.5,6,8,10,4
"3095","Mujer","Grado Universitario",24,15,600,10,0.25,7,10,6,4
"3096","Hombre","Formación Profesional",41,30,840,14,0.5,0,2,7,4
"3097","Hombre","Grado Universitario",24,15,240,4,0.25,5,9,9,4
"3098","Mujer","Máster/Doctorado",70,120,150,2.5,2,2,6,8,3
"3099","Hombre","Secundaria SUperior",57,150,180,3,2.5,2,3,5,4
"3100","Mujer","Secundaria SUperior",NA,60,0,0,1,4,5,6,3
"3101","Mujer","Secundaria Inferior",16,10,300,5,0.17,5,10,3,2
"3102","Hombre","Secundaria SUperior",62,20,15,0.25,0.33,4,3,7,3
"3103","Mujer","Máster/Doctorado",47,30,120,2,0.5,3,6,8,4
"3104","Hombre","Máster/Doctorado",63,60,30,0.5,1,2,8,8,4
"3105","Mujer","Secundaria SUperior",33,0,300,5,0,0,3,9,5
"3106","Hombre","Secundaria SUperior",56,270,150,2.5,4.5,3,3,3,3
"3107","Mujer","Grado Universitario",24,30,720,12,0.5,2,NA,10,3
"3108","Hombre","Secundaria SUperior",73,60,120,2,1,7,8,8,3
"3109","Hombre","Formación Profesional",76,90,NA,NA,1.5,0,10,0,3
"3110",NA,"Secundaria SUperior",60,60,120,2,1,NA,8,9,4
"3111","Hombre","Grado Universitario",45,60,120,2,1,5,7,4,3
"3112","Hombre","Formación Profesional",57,30,90,1.5,0.5,6,6,7,4
"3113","Hombre","Formación Profesional",56,120,600,10,2,2,9,8,3
"3114","Hombre","Máster/Doctorado",NA,60,660,11,1,7,10,9,4
"3115","Hombre","Formación Profesional",60,50,NA,NA,0.83,3,8,3,2
"3116","Hombre","Formación Profesional",56,75,180,3,1.25,7,8,8,2
"3117","Hombre","Secundaria SUperior",57,60,540,9,1,4,10,9,5
"3118","Hombre","Máster/Doctorado",25,45,420,7,0.75,4,9,10,4
"3119","Hombre","Grado Universitario",48,120,180,3,2,3,9,3,4
"3120","Hombre","Secundaria Inferior",19,45,270,4.5,0.75,2,6,7,4
"3121","Mujer","Formación Profesional",50,150,180,3,2.5,2,7,5,3
"3122","Mujer","Secundaria SUperior",68,30,210,3.5,0.5,5,7,8,3
"3123","Mujer","Secundaria SUperior",77,45,NA,NA,0.75,6,8,10,3
"3124","Mujer","Bachiller",24,75,270,4.5,1.25,4,10,6,3
"3125","Mujer","Bachiller",23,130,420,7,2.17,4,9,7,4
"3126","Hombre",NA,59,60,30,0.5,1,1,10,9,4
"3127","Mujer","Formación Profesional",57,30,NA,NA,0.5,5,5,10,4
"3128","Hombre","Bachiller",18,60,240,4,1,2,8,4,4
"3129","Hombre","Formación Profesional",47,40,120,2,0.67,1,6,5,3
"3130","Mujer","Secundaria SUperior",67,60,60,1,1,NA,NA,NA,4
"3131","Mujer","Formación Profesional",33,45,120,2,0.75,5,9,9,5
"3132","Mujer","Grado Universitario",23,90,480,8,1.5,3,10,9,5
"3133","Hombre","Formación Profesional",86,220,300,5,3.67,8,10,10,2
"3134","Mujer","Secundaria SUperior",52,75,180,3,1.25,0,7,5,3
"3135","Mujer","Máster/Doctorado",70,150,70,1.17,2.5,5,8,4,2
"3136","Mujer","Secundaria SUperior",33,15,60,1,0.25,4,9,10,4
"3137","Mujer","Secundaria SUperior",75,120,NA,NA,2,5,8,5,1
"3138","Mujer","Bachiller",20,210,150,2.5,3.5,3,10,9,4
"3139","Hombre","Secundaria SUperior",82,120,NA,NA,2,6,6,9,3
"3140","Hombre","Máster/Doctorado",30,120,360,6,2,6,9,9,5
"3141","Mujer","Bachiller",31,30,NA,NA,0.5,3,8,9,4
"3142","Mujer","Formación Profesional",35,60,300,5,1,5,9,8,2
"3143","Hombre","Secundaria Inferior",16,30,120,2,0.5,5,5,6,5
"3144","Hombre","Secundaria SUperior",48,180,120,2,3,1,7,7,3
"3145","Hombre",NA,21,0,1440,24,0,1,4,4,3
"3146","Hombre","Bachiller",26,90,360,6,1.5,3,9,6,4
"3147","Mujer","Formación Profesional",51,10,30,0.5,0.17,5,7,4,3
"3148","Hombre","Formación Profesional",55,180,240,4,3,4,7,7,4
"3149",NA,"Formación Profesional",61,60,120,2,1,6,8,6,2
"3150","Hombre","Secundaria SUperior",45,90,180,3,1.5,3,3,6,4
"3151","Hombre",NA,44,15,210,3.5,0.25,4,10,2,5
"3152","Hombre","Máster/Doctorado",62,140,120,2,2.33,0,3,5,3
"3153","Hombre","Máster/Doctorado",30,5,480,8,0.08,1,9,6,4
"3154","Mujer","Secundaria SUperior",76,150,NA,NA,2.5,2,6,5,4
"3155","Mujer","Máster/Doctorado",32,120,600,10,2,4,8,8,5
"3156","Mujer","Máster/Doctorado",55,60,600,10,1,1,8,5,2
"3157","Mujer","Secundaria Inferior",16,600,300,5,10,1,10,2,4
"3158","Hombre","Grado Universitario",25,105,611,10.18,1.75,2,9,8,5
"3159","Hombre","Formación Profesional",60,30,10,0.17,0.5,6,8,9,4
"3160","Mujer","Secundaria SUperior",50,180,180,3,3,4,8,8,3
"3161","Hombre","Máster/Doctorado",47,150,660,11,2.5,2,4,8,5
"3162","Mujer",NA,57,60,180,3,1,5,8,3,4
"3163","Mujer","Secundaria SUperior",67,210,120,2,3.5,5,8,9,4
"3164","Hombre","Secundaria SUperior",60,60,30,0.5,1,6,8,5,2
"3165","Hombre","Formación Profesional",30,30,720,12,0.5,3,8,6,4
"3166","Mujer","Secundaria SUperior",19,5,195,3.25,0.08,7,8,9,4
"3167","Mujer","Grado Universitario",27,15,90,1.5,0.25,2,9,7,4
"3168","Hombre","Secundaria SUperior",61,90,20,0.33,1.5,6,8,4,2
"3169","Mujer","Formación Profesional",63,130,90,1.5,2.17,6,5,9,3
"3170","Mujer","Bachiller",20,60,360,6,1,8,9,6,3
"3171","Mujer",NA,59,120,240,4,2,5,5,8,4
"3172","Hombre","Máster/Doctorado",30,30,510,8.5,0.5,3,7,9,4
"3173","Mujer","Secundaria SUperior",70,75,50,0.83,1.25,2,5,7,4
"3174","Mujer","Primaria",16,10,60,1,0.17,NA,NA,7,4
"3175","Hombre","Grado Universitario",69,90,120,2,1.5,0,2,7,3
"3176","Mujer","Secundaria Inferior",53,59,600,10,0.98,0,10,1,3
"3177",NA,"Secundaria SUperior",79,135,90,1.5,2.25,6,6,6,4
"3178","Mujer","Primaria",39,90,180,3,1.5,8,8,7,4
"3179",NA,"Secundaria SUperior",NA,75,30,0.5,1.25,3,6,8,4
"3180","Hombre","Secundaria SUperior",71,150,120,2,2.5,2,9,10,4
"3181","Hombre","Secundaria SUperior",81,170,90,1.5,2.83,7,10,9,4
"3182","Hombre","Formación Profesional",61,120,180,3,2,2,10,9,4
"3183","Mujer","Máster/Doctorado",40,120,120,2,2,6,10,7,4
"3184","Hombre","Formación Profesional",47,90,90,1.5,1.5,0,7,4,3
"3185","Hombre","Secundaria SUperior",51,90,840,14,1.5,2,9,8,2
"3186","Hombre","Secundaria SUperior",35,39,312,5.2,0.65,0,4,4,2
"3187","Hombre","Máster/Doctorado",35,120,300,5,2,7,10,9,5
"3188","Hombre","Secundaria SUperior",59,70,60,1,1.17,1,4,9,4
"3189","Hombre","Formación Profesional",36,0,NA,NA,0,1,6,5,4
"3190","Hombre","Secundaria SUperior",60,90,570,9.5,1.5,2,4,5,3
"3191","Mujer","Secundaria SUperior",70,180,120,2,3,3,7,8,3
"3192","Hombre","Secundaria SUperior",23,50,100,1.67,0.83,3,7,7,4
"3193","Mujer","Máster/Doctorado",27,20,180,3,0.33,5,7,8,4
"3194","Mujer","Formación Profesional",62,30,30,0.5,0.5,3,5,6,4
"3195","Hombre","Formación Profesional",53,30,30,0.5,0.5,5,5,3,3
"3196","Mujer","Formación Profesional",33,20,360,6,0.33,8,10,10,5
"3197","Hombre","Secundaria SUperior",65,59,360,6,0.98,5,5,6,3
"3198","Hombre","Máster/Doctorado",53,20,600,10,0.33,3,7,9,4
"3199","Mujer",NA,27,30,180,3,0.5,3,7,0,4
"3200","Hombre","Máster/Doctorado",64,60,60,1,1,5,9,10,4
"3201","Mujer","Secundaria SUperior",65,60,60,1,1,6,8,7,4
"3202","Mujer","Secundaria SUperior",74,135,150,2.5,2.25,6,10,9,5
"3203","Mujer","Máster/Doctorado",53,60,240,4,1,7,8,8,5
"3204","Mujer","Secundaria SUperior",79,120,NA,NA,2,6,9,7,3
"3205","Mujer","Formación Profesional",45,30,480,8,0.5,2,7,7,3
"3206","Hombre","Secundaria SUperior",67,90,60,1,1.5,4,7,8,4
"3207","Mujer",NA,NA,30,180,3,0.5,NA,NA,5,4
"3208","Mujer","Secundaria SUperior",30,60,180,3,1,2,7,8,4
"3209","Hombre",NA,NA,NA,NA,NA,NA,5,NA,5,4
"3210","Mujer","Secundaria Inferior",48,120,NA,NA,2,5,9,6,4
"3211","Mujer","Secundaria Inferior",18,0,300,5,0,5,5,5,4
"3212","Mujer","Formación Profesional",70,120,120,2,2,4,9,4,4
"3213","Mujer","Grado Universitario",25,15,300,5,0.25,4,8,7,5
"3214","Hombre","Máster/Doctorado",53,120,180,3,2,6,8,8,4
"3215","Hombre","Secundaria SUperior",64,30,30,0.5,0.5,3,6,7,4
"3216","Mujer","Formación Profesional",50,150,240,4,2.5,3,7,8,2
"3217","Mujer","Grado Universitario",34,60,360,6,1,4,6,7,3
"3218","Mujer","Máster/Doctorado",29,90,540,9,1.5,4,9,7,5
"3219","Hombre","Máster/Doctorado",42,20,300,5,0.33,5,9,8,4
"3220","Hombre","Máster/Doctorado",NA,60,180,3,1,3,7,7,3
"3221","Mujer","Secundaria SUperior",59,60,480,8,1,2,5,6,3
"3222","Hombre","Formación Profesional",22,200,650,10.83,3.33,3,10,3,4
"3223","Mujer","Formación Profesional",52,60,360,6,1,6,7,6,4
"3224","Mujer","Formación Profesional",25,90,300,5,1.5,7,9,9,4
"3225","Hombre","Formación Profesional",28,20,360,6,0.33,3,9,7,4
"3226","Mujer","Primaria",62,5,5,0.08,0.08,2,9,5,4
"3227","Hombre","Secundaria SUperior",65,90,60,1,1.5,2,7,6,3
"3228","Mujer","Secundaria SUperior",62,90,480,8,1.5,5,5,10,4
"3229",NA,"Secundaria SUperior",73,NA,NA,NA,NA,6,9,5,3
"3230","Hombre","Primaria",16,60,180,3,1,4,8,8,4
"3231","Mujer","Máster/Doctorado",40,30,240,4,0.5,2,5,2,2
"3232","Hombre","Máster/Doctorado",39,20,150,2.5,0.33,6,6,3,4
"3233","Mujer","Secundaria SUperior",71,45,5,0.08,0.75,1,8,5,3
"3234","Mujer","Secundaria SUperior",56,60,180,3,1,0,10,10,4
"3235","Mujer","Secundaria SUperior",85,150,NA,NA,2.5,5,7,3,1
"3236","Mujer","Máster/Doctorado",63,90,90,1.5,1.5,7,8,8,3
"3237","Hombre","Secundaria SUperior",23,60,180,3,1,4,10,8,3
"3238","Mujer","Bachiller",25,30,240,4,0.5,5,7,7,4
"3239","Mujer","Grado Universitario",38,20,180,3,0.33,7,9,10,5
"3240","Mujer","Máster/Doctorado",44,120,240,4,2,6,9,6,3
"3241","Mujer","Formación Profesional",71,90,150,2.5,1.5,4,5,6,3
"3242","Mujer","Secundaria Inferior",89,120,90,1.5,2,4,10,5,4
"3243",NA,"Formación Profesional",NA,20,NA,NA,0.33,0,5,1,3
"3244","Mujer","Formación Profesional",53,45,90,1.5,0.75,2,10,9,4
"3245","Mujer","Máster/Doctorado",29,150,360,6,2.5,4,6,8,4
"3246","Hombre","Grado Universitario",76,110,NA,NA,1.83,7,6,8,2
"3247","Hombre","Secundaria SUperior",49,30,180,3,0.5,4,6,8,4
"3248","Mujer","Secundaria SUperior",53,30,NA,NA,0.5,4,5,7,3
"3249","Hombre","Máster/Doctorado",72,180,180,3,3,0,7,0,2
"3250","Hombre","Formación Profesional",57,300,300,5,5,1,2,3,3
"3251","Mujer","Secundaria Inferior",82,120,NA,NA,2,7,10,10,4
"3252","Hombre","Formación Profesional",59,60,60,1,1,0,8,9,3
"3253","Hombre","Secundaria Inferior",17,0,360,6,0,3,9,9,3
"3254","Mujer","Secundaria Inferior",60,30,90,1.5,0.5,2,8,4,2
"3255","Hombre","Máster/Doctorado",34,10,240,4,0.17,6,8,7,4
"3256","Hombre","Secundaria Inferior",60,120,180,3,2,0,0,3,2
"3257","Hombre","Formación Profesional",69,120,60,1,2,3,2,2,4
"3258","Mujer","Secundaria SUperior",66,90,30,0.5,1.5,5,7,10,4
"3259","Mujer","Formación Profesional",46,60,120,2,1,3,6,3,3
"3260","Hombre","Formación Profesional",55,140,90,1.5,2.33,2,6,2,4
"3261","Hombre","Secundaria SUperior",41,120,360,6,2,5,6,6,4
"3262","Mujer","Formación Profesional",80,75,NA,NA,1.25,6,7,7,3
"3263","Mujer","Bachiller",36,15,180,3,0.25,0,8,9,2
"3264","Hombre","Secundaria Inferior",18,30,480,8,0.5,7,10,7,3
"3265","Mujer","Secundaria SUperior",76,90,30,0.5,1.5,5,10,7,4
"3266","Hombre","Formación Profesional",69,60,60,1,1,0,5,5,4
"3267","Hombre","Máster/Doctorado",63,150,90,1.5,2.5,6,8,9,4
"3268","Hombre","Máster/Doctorado",52,90,180,3,1.5,3,6,8,5
"3269","Hombre","Bachiller",16,NA,NA,NA,NA,7,10,0,4
"3270","Hombre","Máster/Doctorado",39,30,240,4,0.5,3,8,8,5
"3271","Mujer","Secundaria SUperior",54,10,180,3,0.17,3,7,5,4
"3272","Mujer","Secundaria SUperior",57,90,120,2,1.5,3,7,8,3
"3273","Mujer","Secundaria SUperior",77,165,120,2,2.75,2,7,5,3
"3274","Hombre","Formación Profesional",62,150,120,2,2.5,5,7,7,3
"3275","Hombre","Máster/Doctorado",32,45,180,3,0.75,4,9,9,5
"3276",NA,"Formación Profesional",NA,65,244,4.07,1.08,5,6,4,3
"3277","Hombre","Grado Universitario",60,150,180,3,2.5,6,9,7,3
"3278","Mujer","Máster/Doctorado",32,60,600,10,1,4,8,7,3
"3279","Mujer",NA,64,90,90,1.5,1.5,3,8,9,4
"3280","Hombre","Formación Profesional",71,180,150,2.5,3,4,8,6,4
"3281","Hombre","Formación Profesional",71,120,120,2,2,3,8,7,4
"3282","Hombre","Secundaria SUperior",64,90,180,3,1.5,3,9,6,3
"3283","Mujer","Secundaria SUperior",31,5,840,14,0.08,1,7,6,3
"3284","Mujer","Secundaria SUperior",59,45,240,4,0.75,8,8,8,4
"3285","Mujer","Secundaria SUperior",59,90,NA,NA,1.5,0,1,7,3
"3286","Hombre","Formación Profesional",66,60,60,1,1,1,8,7,2
"3287","Mujer","Grado Universitario",50,30,540,9,0.5,2,7,8,4
"3288","Mujer","Secundaria Inferior",59,10,90,1.5,0.17,6,8,9,4
"3289","Mujer","Secundaria SUperior",55,60,240,4,1,0,5,5,2
"3290","Hombre","Máster/Doctorado",39,15,60,1,0.25,4,5,9,5
"3291","Mujer","Formación Profesional",46,30,180,3,0.5,2,4,7,4
"3292","Hombre","Máster/Doctorado",66,120,NA,NA,2,6,8,6,3
"3293","Hombre","Formación Profesional",39,120,150,2.5,2,0,4,2,4
"3294","Hombre","Grado Universitario",51,60,120,2,1,8,7,5,3
"3295","Mujer","Secundaria SUperior",70,60,NA,NA,1,4,5,5,3
"3296","Mujer","Secundaria SUperior",63,20,30,0.5,0.33,6,7,2,3
"3297","Mujer","Secundaria SUperior",70,150,NA,NA,2.5,6,5,1,3
"3298","Mujer","Formación Profesional",32,10,120,2,0.17,5,6,7,4
"3299","Mujer","Formación Profesional",21,120,210,3.5,2,3,6,6,5
"3300","Mujer","Formación Profesional",21,30,510,8.5,0.5,0,3,5,5
"3301","Mujer","Secundaria SUperior",58,0,120,2,0,0,5,7,4
"3302","Hombre","Grado Universitario",32,30,720,12,0.5,0,10,5,5
"3303","Mujer","Secundaria SUperior",81,60,NA,NA,1,7,7,9,2
"3304","Mujer","Primaria",35,150,NA,NA,2.5,1,9,7,4
"3305","Hombre","Grado Universitario",63,150,300,5,2.5,3,4,6,4
"3306","Hombre","Formación Profesional",38,150,210,3.5,2.5,0,6,3,4
"3307","Hombre","Formación Profesional",56,818,300,5,13.63,5,9,9,4
"3308","Hombre","Máster/Doctorado",62,25,600,10,0.42,8,7,9,3
"3309","Hombre","Secundaria SUperior",79,90,NA,NA,1.5,6,8,7,4
"3310",NA,NA,NA,120,600,10,2,3,4,8,NA
"3311","Mujer","Secundaria SUperior",73,0,NA,NA,0,0,2,8,4
"3312","Mujer","Secundaria SUperior",68,120,NA,NA,2,0,5,5,4
"3313","Hombre","Secundaria Inferior",70,15,10,0.17,0.25,5,6,5,3
"3314","Mujer","Máster/Doctorado",62,120,90,1.5,2,6,10,8,4
"3315","Hombre","Formación Profesional",75,15,0,0,0.25,0,10,5,3
"3316","Hombre","Secundaria SUperior",40,20,300,5,0.33,7,5,5,3
"3317","Mujer","Secundaria SUperior",78,110,NA,NA,1.83,NA,10,8,3
"3318","Hombre",NA,25,240,60,1,4,1,8,5,4
"3319","Mujer","Máster/Doctorado",65,90,60,1,1.5,6,7,8,3
"3320","Mujer","Máster/Doctorado",71,60,30,0.5,1,5,7,8,4
"3321","Hombre","Secundaria SUperior",20,30,360,6,0.5,NA,5,NA,NA
"3322","Mujer","Secundaria SUperior",31,90,100,1.67,1.5,3,4,0,4
"3323",NA,NA,NA,60,120,2,1,1,2,6,3
"3324","Mujer",NA,NA,30,180,3,0.5,1,6,3,2
"3325","Mujer","Grado Universitario",29,60,60,1,1,5,7,9,4
"3326","Hombre","Secundaria SUperior",60,20,NA,NA,0.33,5,6,5,4
"3327","Mujer","Secundaria SUperior",57,150,240,4,2.5,5,8,9,3
"3328","Hombre","Secundaria SUperior",51,45,90,1.5,0.75,4,5,8,5
"3329","Hombre","Secundaria SUperior",54,90,300,5,1.5,7,9,8,3
"3330","Hombre","Máster/Doctorado",68,45,45,0.75,0.75,9,9,8,4
"3331","Mujer",NA,NA,60,360,6,1,0,5,9,2
"3332",NA,NA,NA,40,210,3.5,0.67,6,8,NA,NA
"3333","Hombre","Grado Universitario",47,150,55,0.92,2.5,3,6,6,3
"3334","Hombre","Formación Profesional",53,120,600,10,2,5,8,8,4
"3335","Mujer","Formación Profesional",37,30,240,4,0.5,2,10,7,4
"3336","Mujer","Secundaria SUperior",NA,60,20,0.33,1,5,9,7,3
"3337",NA,NA,NA,60,600,10,1,4,9,NA,NA
"3338","Mujer","Secundaria SUperior",73,135,NA,NA,2.25,8,10,9,4
"3339",NA,NA,NA,60,120,2,1,5,NA,8,4
"3340","Mujer","Bachiller",24,90,240,4,1.5,0,8,8,3
"3341","Hombre","Secundaria SUperior",53,90,210,3.5,1.5,2,5,9,4
"3342","Mujer","Secundaria SUperior",80,60,10,0.17,1,NA,NA,8,4
"3343","Mujer","Secundaria Inferior",70,150,30,0.5,2.5,5,7,8,3
"3344","Mujer","Formación Profesional",57,90,240,4,1.5,2,7,6,2
"3345","Hombre","Grado Universitario",36,60,120,2,1,2,0,8,5
"3346","Hombre","Grado Universitario",70,90,90,1.5,1.5,7,5,10,3
"3347","Hombre","Formación Profesional",55,30,20,0.33,0.5,0,2,8,4
"3348","Mujer","Secundaria SUperior",75,60,150,2.5,1,8,10,10,3
"3349","Hombre","Secundaria SUperior",41,60,600,10,1,4,6,8,3
"3350","Hombre","Grado Universitario",34,60,120,2,1,7,8,8,4
"3351","Mujer","Formación Profesional",75,120,240,4,2,7,9,9,3
"3352","Mujer","Secundaria SUperior",81,90,NA,NA,1.5,4,8,8,4
